t,theta_mean,theta_lo,theta_hi
552.6814857144592,1.0037287988293309,1.0025121889422768,1.0048878778764498
583.29235942862,1.0026712640950888,1.0017499815803286,1.0035483455081788
615.5986501483502,1.0018819366212524,1.001195977195029,1.0025342878832453
649.6942604146111,1.0013028786484195,1.0008011132779808,1.0017793804978214
685.6782936641738,1.0008856723200046,1.000525411110403,1.0012271794249934
723.655342286965,1.0005906896896548,1.0003370306048487,1.000830617290407
763.7357916378012,1.0003861859100631,1.000211208205746,1.0005512606437064
806.0361408861329,1.0002472876483555,1.0001291529903094,1.000358398248841
850.6793416364153,1.000154945274024,1.0000769668121259,1.000228031893214
897.7951553033314,1.0000949085433475,1.0000446407040824,1.0001418371317221
947.5205302806528,1.0000567729889838,1.0000251638921778,1.0000861521267883
1000.0,1.000033129885172,1.0000137657382124,1.0000510400764526
