ay,A,B,cA,cB,r,S_raw,w_star,S_star,err_star,z_pred,_source
0.7045,0.2175540188487427,0.2649876330048709,3.5965595363019367,2.773761019185444,0.2597735362201288,0.2412708259268068,0.7165305366148209,0.231,0.0,-2.115011715000991,C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\ew_sweep_ax2p556_ay0p7045\cycle_rows_r.csv
0.7045,0.2126197436543671,0.2707553913308066,3.703232083778596,2.693370592123162,0.3184125570175864,0.2416875674925869,0.6838384523050255,0.231,0.0,-2.115011715000991,C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\ew_sweep_ax2p556_ay0p7045\cycle_rows_r.csv
0.7045,0.2145207665193728,0.2678219369856779,3.661553360195048,2.733824089448939,0.2921860783222105,0.2411713517525254,0.6908279248568349,0.2309999999999999,-2.775557561562892e-17,-2.115011715000991,C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\ew_sweep_ax2p556_ay0p7045\cycle_rows_r.csv
0.7045,0.2168046731496917,0.2653146204110597,3.612446703625965,2.769110041695671,0.2658593160182902,0.2410596467803757,0.7073728657377234,0.231,0.0,-2.115011715000991,C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\ew_sweep_ax2p556_ay0p7045\cycle_rows_r.csv
0.7045,0.2174796215152137,0.264941629599665,3.5981319676429795,2.7744162799595933,0.2599744374033059,0.2412106255574393,0.7151326075220227,0.231,2.775557561562892e-17,-2.115011715000991,C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\ew_sweep_ax2p556_ay0p7045\cycle_rows_r.csv
0.7045,0.217080040942518,0.2658703481545932,3.606595777567576,2.761231769322915,0.2670874561360365,0.2414751945485556,0.7146982699457795,0.231,0.0,-2.115011715000991,C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\ew_sweep_ax2p556_ay0p7045\cycle_rows_r.csv
0.7045,0.2146469442940707,0.2685751581689463,3.6588131188580046,2.7233525498696847,0.2952751339220669,0.2416110512315085,0.696762519450919,0.231,2.775557561562892e-17,-2.115011715000991,C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\ew_sweep_ax2p556_ay0p7045\cycle_rows_r.csv
0.7045,0.216979844343538,0.2652997761927855,3.60872300385988,2.76932093328767,0.2647518315142811,0.2411398102681617,0.7098473627776793,0.231,2.775557561562892e-17,-2.115011715000991,C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\ew_sweep_ax2p556_ay0p7045\cycle_rows_r.csv
0.7045,0.2157137553125517,0.2666482523969348,3.635772987916703,2.750258968550791,0.2791266621729167,0.2411810038547432,0.6998842520792223,0.231,0.0,-2.115011715000991,C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\ew_sweep_ax2p556_ay0p7045\cycle_rows_r.csv
0.7045,0.2156206514798423,0.2669313212747212,3.6377746896543752,2.746281984536452,0.2811241544314553,0.2412759863772818,0.7002699714964039,0.2309999999999999,-2.775557561562892e-17,-2.115011715000991,C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\ew_sweep_ax2p556_ay0p7045\cycle_rows_r.csv
0.7045,0.2164808847739138,0.2660521243137536,3.619345495766843,2.7586619636259937,0.2715474408267218,0.2412665045438337,0.7071060687434023,0.231,2.775557561562892e-17,-2.115011715000991,C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\ew_sweep_ax2p556_ay0p7045\cycle_rows_r.csv
0.7045,0.2165334793581479,0.2664087079983532,3.618223486567604,2.7536310562572965,0.2730627309822082,0.2414710936782505,0.7099457779690178,0.2309999999999999,-2.775557561562892e-17,-2.115011715000991,C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\ew_sweep_ax2p556_ay0p7045\cycle_rows_r.csv
0.7045,0.2170261717359388,0.2649807287493042,3.607739204913615,2.773859347130449,0.2628417005193104,0.2410034502426215,0.7086027035936009,0.231,2.775557561562892e-17,-2.115011715000991,C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\ew_sweep_ax2p556_ay0p7045\cycle_rows_r.csv
0.7045,0.2175166774061365,0.2637694004781016,3.59734863517085,2.7911903283224886,0.2537289380658865,0.240643038942119,0.7084858642185321,0.2309999999999999,-2.775557561562892e-17,-2.115011715000991,C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\ew_sweep_ax2p556_ay0p7045\cycle_rows_r.csv
0.7045,0.2142416908848889,0.2684650761471798,3.66762559551164,2.7248792816976057,0.2971203491474503,0.2413533835160343,0.6909394528938512,0.231,0.0,-2.115011715000991,C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\ew_sweep_ax2p556_ay0p7045\cycle_rows_r.csv
0.7045,0.2162368531170755,0.2660079826898367,3.624558605921708,2.7592856796556835,0.2727606824965771,0.2411224179034561,0.7033793082525488,0.2309999999999999,-2.775557561562892e-17,-2.115011715000991,C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\ew_sweep_ax2p556_ay0p7045\cycle_rows_r.csv
